,headline,clicks,impressions,click_rate,processed_headline_nostpw,processed_headline_stpw,headline_tokens,entities
11765,louis c k mexican here's happened one woman bashed mexican people front him ,56.666666666666664,2038.6666666666667,35.976470588235294,louis c k mexican here's happened one woman bashed mexican people front,louis c k mexican here's happened one woman bashed mexican people front him ,louis c k mexican here's happened one woman bashed mexican people front him ,[woman]
11766,woman thought louis c k would agree mexicans didn't obvious reasons ,65.0,2008.0,30.892307692307693,woman thought louis c k would agree mexicans obvious reasons,woman thought louis c k would agree mexicans didn't obvious reasons ,woman thought louis c k would agree mexicans didn't obvious reasons ,"[woman, k, mexicans]"
11767,racist toward famous comedian pointed out still totally get it ,54.0,2018.0,37.370370370370374,racist toward famous comedian pointed still totally get,racist toward famous comedian pointed out still totally get it ,racist toward famous comedian pointed out still totally get it ,[racist]
11768,time woman racist toward louis c k realize it ,60.0,2018.0,33.63333333333333,time woman racist toward louis c k realize,time woman racist toward louis c k realize it ,time woman racist toward louis c k realize it ,"[woman, racist]"
11769,time woman racist toward famous comedian realize it ,57.0,2113.0,37.07017543859649,time woman racist toward famous comedian realize,time woman racist toward famous comedian realize it ,time woman racist toward famous comedian realize it ,[racist]
11770,here's secret weapon behind louis c k 's edgy comedy ,35.0,2026.5,57.9,here's secret weapon behind louis c k 's edgy comedy,here's secret weapon behind louis c k 's edgy comedy ,here's secret weapon behind louis c k 's edgy comedy ,[weapon]
11771, years ago louis c k went 'conan ' told story explains he's great ,36.5,2006.0,54.95890410958904,years ago louis c k went 'conan ' told story explains he's great, years ago louis c k went 'conan ' told story explains he's great , years ago louis c k went 'conan ' told story explains he's great ,"[k, conan, story, he]"
11772,serious joke climate change reveals one big question really change minds ,11.0,2053.0,186.63636363636363,serious joke climate change reveals one big question really change minds,serious joke climate change reveals one big question really change minds ,serious joke climate change reveals one big question really change minds ,[change]
11773, ha ha funny joke climate change reveals funny like strange problem changing minds,10.0,2078.0,207.8,ha ha funny joke climate change reveals funny like strange problem changing minds, ha ha funny joke climate change reveals funny like strange problem changing minds , ha ha funny joke climate change reveals funny like strange problem changing minds,[change]
11774,climate change mind change steps help both bonus so called joke ,8.0,1979.0,247.375,climate change mind change steps help bonus called joke,climate change mind change steps help both bonus so called joke ,climate change mind change steps help both bonus so called joke ,"[mind, bonus]"
11775,first cathartic joke 'so called' climate change then real talk changing minds ,9.0,1989.0,221.0,first cathartic joke 'so called' climate change real talk changing minds,first cathartic joke 'so called' climate change then real talk changing minds ,first cathartic joke 'so called' climate change then real talk changing minds ,[change]
11776,thought explanation privilege america mouth southern good ol' boy,26.5,2040.0,76.98113207547169,thought explanation privilege america mouth southern good ol' boy,thought explanation privilege america mouth southern good ol' boy ,thought explanation privilege america mouth southern good ol' boy,[]
11777,mom u s wondered motherhood around world here's found out ,21.25,2030.75,95.56470588235294,mom u wondered motherhood around world here's found,mom u s wondered motherhood around world here's found out ,mom u s wondered motherhood around world here's found out ,[]
11778,considering perspective people believe climate change help reach them ,5.0,2050.0,410.0,considering perspective people believe climate change help reach,considering perspective people believe climate change help reach them ,considering perspective people believe climate change help reach them ,"[people, help]"
11779,'her pancreas dead died sudden becomes life threatening fast ',16.857142857142858,2028.7142857142858,120.34745762711864,'her pancreas dead died sudden becomes life threatening fast ','her pancreas dead died sudden becomes life threatening fast ' ,'her pancreas dead died sudden becomes life threatening fast ',[pancreas]
11780,could make dedicated professional job money ,12.0,2089.0,174.08333333333334,could make dedicated professional job money,could make dedicated professional job money ,could make dedicated professional job money ,[]
11781,rational response pay day slack off ,20.0,2032.0,101.6,rational response pay day slack,rational response pay day slack off ,rational response pay day slack off ,[response]
11782,college approved fee per student per semester made lot students happy ,21.0,2014.0,95.9047619047619,college approved fee per student per semester made lot students happy,college approved fee per student per semester made lot students happy ,college approved fee per student per semester made lot students happy ,"[fee, students]"
11783,every family story unique everyday beautiful stories told app ,3.0,1989.0,663.0,every family story unique everyday beautiful stories told app,every family story unique everyday beautiful stories told app ,every family story unique everyday beautiful stories told app ,"[story, stories]"
11784,dave dad came him here's story helped others tell own ,25.0,2034.0,81.36,dave dad came here's story helped others tell,dave dad came him here's story helped others tell own ,dave dad came him here's story helped others tell own ,"[dad, story, others]"
11785,here's life like invisible disease kind intense ,38.0,1967.0,51.76315789473684,here's life like invisible disease kind intense,here's life like invisible disease kind intense ,here's life like invisible disease kind intense ,[life]
11786,'tpp' 'isds' two acronyms scare hell,19.0,2062.0,108.52631578947368,'tpp' 'isds' two acronyms scare hell,'tpp' 'isds' two acronyms scare hell ,'tpp' 'isds' two acronyms scare hell,[]
11787,tpp letters scare hell,18.0,1992.0,110.66666666666667,tpp letters scare hell,tpp letters scare hell ,tpp letters scare hell,[letters]
11788,super model karlie kloss wants give girls chance learn code,23.0,1999.0,86.91304347826087,super model karlie kloss wants give girls chance learn code,super model karlie kloss wants give girls chance learn code ,super model karlie kloss wants give girls chance learn code,[kloss]
11789,usually look well people disease require hour self care stay alive ,31.0,2085.0,67.25806451612904,usually look well people disease require hour self care stay alive,usually look well people disease require hour self care stay alive ,usually look well people disease require hour self care stay alive ,"[disease, care]"
11790,poorest poor white folks average income black folks ,21.0,2055.0,97.85714285714286,poorest poor white folks average income black folks,poorest poor white folks average income black folks ,poorest poor white folks average income black folks ,[]
11791,shoe grows needs help putting feet kids worldwide,18.0,2037.0,113.16666666666667,shoe grows needs help putting feet kids worldwide,shoe grows needs help putting feet kids worldwide ,shoe grows needs help putting feet kids worldwide,[shoe]
11792,they've never new pair shoes they're getting pairs ,19.0,2025.0,106.57894736842105,they've never new pair shoes they're getting pairs,they've never new pair shoes they're getting pairs ,they've never new pair shoes they're getting pairs ,"[they, they]"
11793,daily dose feel good kid president discusses future delightful video ,8.666666666666666,2040.3333333333333,235.42307692307693,daily dose feel good kid president discusses future delightful video,daily dose feel good kid president discusses future delightful video ,daily dose feel good kid president discusses future delightful video ,"[dose, president]"
11794,know desperate feeling really need tampon pad one ,18.0,2008.0,111.55555555555556,know desperate feeling really need tampon pad one,know desperate feeling really need tampon pad one ,know desperate feeling really need tampon pad one ,[feeling]
11795,thing worse period feminine products also homeless ,15.0,1969.0,131.26666666666668,thing worse period feminine products also homeless,thing worse period feminine products also homeless ,thing worse period feminine products also homeless ,[products]
11796,abused body letting body speak best therapy ,34.0,2033.0,59.794117647058826,abused body letting body speak best therapy,abused body letting body speak best therapy ,abused body letting body speak best therapy ,[body]
11797,think someone reciting shakespeare first person think black woman ,5.0,1465.0,293.0,think someone reciting shakespeare first person think black woman,think someone reciting shakespeare first person think black woman ,think someone reciting shakespeare first person think black woman ,[someone]
11798,adorable couple even adorable song future child minutes pure delight ,20.0,1985.0,99.25,adorable couple even adorable song future child minutes pure delight,adorable couple even adorable song future child minutes pure delight ,adorable couple even adorable song future child minutes pure delight ,"[couple, child]"
11799,ladies before time month products ,20.0,2134.0,106.7,ladies time month products,ladies before time month products ,ladies before time month products ,[]
11800,abuser told body shameful dancing made proud power ,19.0,2016.0,106.10526315789474,abuser told body shameful dancing made proud power,abuser told body shameful dancing made proud power ,abuser told body shameful dancing made proud power ,[abuser]
11801,think someone reciting 'to be be' think black woman saying it ,3.0,1463.0,487.6666666666667,think someone reciting 'to be' think black woman saying,think someone reciting 'to be be' think black woman saying it ,think someone reciting 'to be be' think black woman saying it ,"[someone, woman]"
11802,afraid getting sued reason may want watch john oliver clip ,31.0,2000.0,64.51612903225806,afraid getting sued reason may want watch john oliver clip,afraid getting sued reason may want watch john oliver clip ,afraid getting sued reason may want watch john oliver clip ,[]
11803,theater world new 'hamlet' is ,5.0,1478.0,295.6,theater world new 'hamlet',theater world new 'hamlet' is ,theater world new 'hamlet' is ,[hamlet]
11804,infant's brain works pretty simple pretty genius ,21.166666666666668,2039.8333333333333,96.37007874015747,infant's brain works pretty simple pretty genius,infant's brain works pretty simple pretty genius ,infant's brain works pretty simple pretty genius ,[brain]
11805,inspiring life lesson observing trying failing pineapples ,17.5,2070.0,118.28571428571429,inspiring life lesson observing trying failing pineapples,inspiring life lesson observing trying failing pineapples ,inspiring life lesson observing trying failing pineapples ,[]
11806,major american theater cast black woman hamlet shakespeare rolling grave ,8.0,1995.0,249.375,major american theater cast black woman hamlet shakespeare rolling grave,major american theater cast black woman hamlet shakespeare rolling grave ,major american theater cast black woman hamlet shakespeare rolling grave ,[theater]
11807,inspiring life lesson observing trying failing pineapple ice cream ,6.0,2061.0,343.5,inspiring life lesson observing trying failing pineapple ice cream,inspiring life lesson observing trying failing pineapple ice cream ,inspiring life lesson observing trying failing pineapple ice cream ,[]
11808,major american theater cast black woman hamlet shakespeare would loved attend ,7.0,2050.0,292.85714285714283,major american theater cast black woman hamlet shakespeare would loved attend,major american theater cast black woman hamlet shakespeare would loved attend ,major american theater cast black woman hamlet shakespeare would loved attend ,"[theater, shakespeare]"
11809,sit day ways break without breaking sweat ,13.0,2010.0,154.6153846153846,sit day ways break without breaking sweat,sit day ways break without breaking sweat ,sit day ways break without breaking sweat ,[ways]
11810,standing phone calls drinking water ways sit less work ,11.0,2103.0,191.1818181818182,standing phone calls drinking water ways sit less work,standing phone calls drinking water ways sit less work ,standing phone calls drinking water ways sit less work ,[]
11811,cancel harmful effects sitting way works you here's suggestions ,19.0,1999.0,105.21052631578948,cancel harmful effects sitting way works here's suggestions,cancel harmful effects sitting way works you here's suggestions ,cancel harmful effects sitting way works you here's suggestions ,[suggestions]
11812,s women played men s black woman playing hamlet ,12.0,2081.0,173.41666666666666,women played men black woman playing hamlet,s women played men s black woman playing hamlet ,s women played men s black woman playing hamlet ,[women]
11813,workers rights right umm no ,7.5,2026.8333333333333,270.2444444444444,workers rights right umm,workers rights right umm no ,workers rights right umm no ,[workers]
11814,middle drought found water desert why'd send away ,6.0,2557.0,426.1666666666667,middle drought found water desert why'd send away,middle drought found water desert why'd send away ,middle drought found water desert why'd send away ,"[drought, desert]"
11815,loophole nestle using keep sending water california despite drought ,18.0,2503.0,139.05555555555554,loophole nestle using keep sending water california despite drought,loophole nestle using keep sending water california despite drought ,loophole nestle using keep sending water california despite drought ,[]
11816,nestle getting away draining california dry despite drought ,15.0,2565.0,171.0,nestle getting away draining california dry despite drought,nestle getting away draining california dry despite drought ,nestle getting away draining california dry despite drought ,[]
11817,nestle using land belonging morongo tribe get away draining california dry ,16.0,2544.0,159.0,nestle using land belonging morongo tribe get away draining california dry,nestle using land belonging morongo tribe get away draining california dry ,nestle using land belonging morongo tribe get away draining california dry ,[nestle]
11818,meet app watches forest one else,9.0,2559.0,284.3333333333333,meet app watches forest one else,meet app watches forest one else ,meet app watches forest one else,[]
11819,here's app that's going make lot lumberjacks nervous,8.0,2527.0,315.875,here's app that's going make lot lumberjacks nervous,here's app that's going make lot lumberjacks nervous ,here's app that's going make lot lumberjacks nervous,"[app, that, lumberjacks]"
11820,satirical report 'white crime' proves screwed news media,27.0,2466.0,91.33333333333333,satirical report 'white crime' proves screwed news media,satirical report 'white crime' proves screwed news media ,satirical report 'white crime' proves screwed news media,[proves]
11821,went jog happened upon julia's special day women get eventually ,34.0,2460.0,72.3529411764706,went jog happened upon julia's special day women get eventually,went jog happened upon julia's special day women get eventually ,went jog happened upon julia's special day women get eventually ,"[jog, women]"
11822, legendary ladies celebrating special day women hollywood get have men don't ,18.0,2647.0,147.05555555555554,legendary ladies celebrating special day women hollywood get men, legendary ladies celebrating special day women hollywood get have men don't , legendary ladies celebrating special day women hollywood get have men don't ,"[ladies, men]"
11823,julia's special day amy schumer happens upon it learns priceless ,30.0,2547.0,84.9,julia's special day amy schumer happens upon learns priceless,julia's special day amy schumer happens upon it learns priceless ,julia's special day amy schumer happens upon it learns priceless ,"[day, schumer]"
11824,hilarious sketch amy schumer learned women show biz her ,25.0,2513.0,100.52,hilarious sketch amy schumer learned women show biz,hilarious sketch amy schumer learned women show biz her ,hilarious sketch amy schumer learned women show biz her ,"[schumer, women]"
11825,sweet naive amy schumer stumbles upon show biz gals gets schooled valued for ,45.0,2549.0,56.644444444444446,sweet naive amy schumer stumbles upon show biz gals gets schooled valued,sweet naive amy schumer stumbles upon show biz gals gets schooled valued for ,sweet naive amy schumer stumbles upon show biz gals gets schooled valued for ,"[stumbles, gals]"
11826,longtime couples talk love adorable heartbreaking ,8.0,2076.0,259.5,longtime couples talk love adorable heartbreaking,longtime couples talk love adorable heartbreaking ,longtime couples talk love adorable heartbreaking ,[couples]
11827,longtime couples talk marriage them ,14.0,1989.0,142.07142857142858,longtime couples talk marriage,longtime couples talk marriage them ,longtime couples talk marriage them ,[couples]
11828, irish couples talk love adorable heartbreaking ,6.0,1967.0,327.8333333333333,irish couples talk love adorable heartbreaking, irish couples talk love adorable heartbreaking , irish couples talk love adorable heartbreaking ,[couples]
11829,longtime gay couples love adorable heartbreaking ,10.0,2031.0,203.1,longtime gay couples love adorable heartbreaking,longtime gay couples love adorable heartbreaking ,longtime gay couples love adorable heartbreaking ,[couples]
11830,powerful performance explores men come forward they've raped ,31.666666666666668,2046.6666666666667,64.63157894736842,powerful performance explores men come forward they've raped,powerful performance explores men come forward they've raped ,powerful performance explores men come forward they've raped ,"[men, they]"
11831,talk black parents give kids slightly different talk many us got ,20.0,2021.0,101.05,talk black parents give kids slightly different talk many us got,talk black parents give kids slightly different talk many us got ,talk black parents give kids slightly different talk many us got ,"[parents, us]"
11832,one give kids talk black families choice ,14.0,1994.0,142.42857142857142,one give kids talk black families choice,one give kids talk black families choice ,one give kids talk black families choice ,[one]
11833,watch clint smith's powerful ted talk parenting black,9.0,2036.0,226.22222222222223,watch clint smith's powerful ted talk parenting black,watch clint smith's powerful ted talk parenting black ,watch clint smith's powerful ted talk parenting black,[]
11834,parenting black black white issue ,5.0,2074.0,414.8,parenting black black white issue,parenting black black white issue ,parenting black black white issue ,[]
11835,know means someone says 'black lives matter' mean lives don't ,3.0,2022.0,674.0,know means someone says 'black lives matter' mean lives,know means someone says 'black lives matter' mean lives don't ,know means someone says 'black lives matter' mean lives don't ,"[know, someone, lives]"
11836, wait we're still killing elephants ivory ,3.0,2005.0,668.3333333333334,wait we're still killing elephants ivory, wait we're still killing elephants ivory , wait we're still killing elephants ivory ,[we]
11837,bruce jenner 'i'm woman ' former 'world's greatest athlete' comes out ,46.0,2048.0,44.52173913043478,bruce jenner 'i'm woman ' former 'world's greatest athlete' comes,bruce jenner 'i'm woman ' former 'world's greatest athlete' comes out ,bruce jenner 'i'm woman ' former 'world's greatest athlete' comes out ,"[jenner, i]"
11838,bruce jenner joins growing list high profile trans celebs story ,27.0,2032.0,75.25925925925925,bruce jenner joins growing list high profile trans celebs story,bruce jenner joins growing list high profile trans celebs story ,bruce jenner joins growing list high profile trans celebs story ,[jenner]
11839,bruce jenner sits abc news contributing national dialogue transgender issues ,16.0,2071.0,129.4375,bruce jenner sits abc news contributing national dialogue transgender issues,bruce jenner sits abc news contributing national dialogue transgender issues ,bruce jenner sits abc news contributing national dialogue transgender issues ,[jenner]
11840,science going outside helped finally understand cholesterol actually good sometimes,5.0,2093.0,418.6,science going outside helped finally understand cholesterol actually good sometimes,science going outside helped finally understand cholesterol actually good sometimes ,science going outside helped finally understand cholesterol actually good sometimes,"[science, cholesterol]"
11841,going outside powerful taking vitamin even add bacon ,6.0,2001.0,333.5,going outside powerful taking vitamin even add bacon,going outside powerful taking vitamin even add bacon ,going outside powerful taking vitamin even add bacon ,[]
11842,sunshine vitamin costs nothing wonders body,10.0,2001.0,200.1,sunshine vitamin costs nothing wonders body,sunshine vitamin costs nothing wonders body ,sunshine vitamin costs nothing wonders body,[vitamin]
11843, student confessions make think differently money merit ,32.0,2025.0,63.28125,student confessions make think differently money merit, student confessions make think differently money merit , student confessions make think differently money merit ,[confessions]
11844, confessions top notch students made rethink money merit ,14.0,2027.0,144.78571428571428,confessions top notch students made rethink money merit, confessions top notch students made rethink money merit , confessions top notch students made rethink money merit ,"[confessions, students]"
11845, student confessions got looking differently money merit ,28.0,2032.0,72.57142857142857,student confessions got looking differently money merit, student confessions got looking differently money merit , student confessions got looking differently money merit ,[confessions]
11846,ever heard battle blair mountain president threatened bomb citizens u s soil ,15.0,2064.0,137.6,ever heard battle blair mountain president threatened bomb citizens u soil,ever heard battle blair mountain president threatened bomb citizens u s soil ,ever heard battle blair mountain president threatened bomb citizens u s soil ,[president]
11847,ever heard battle blair mountain say u s army dropped bombs striking miners ,19.0,2020.0,106.3157894736842,ever heard battle blair mountain say u army dropped bombs striking miners,ever heard battle blair mountain say u s army dropped bombs striking miners ,ever heard battle blair mountain say u s army dropped bombs striking miners ,"[mountain, army]"
11848,defense baltimore protesters local baseball executive launches epic twitter rant ,12.0,2031.0,169.25,defense baltimore protesters local baseball executive launches epic twitter rant,defense baltimore protesters local baseball executive launches epic twitter rant ,defense baltimore protesters local baseball executive launches epic twitter rant ,"[protesters, executive]"
11849,defense protesters baltimore baseball executive launches epic twitter rant ,13.0,2064.0,158.76923076923077,defense protesters baltimore baseball executive launches epic twitter rant,defense protesters baltimore baseball executive launches epic twitter rant ,defense protesters baltimore baseball executive launches epic twitter rant ,[protesters]
11850,baltimore baseball executive launched epic twitter rant support local protesters ,6.0,2032.0,338.6666666666667,baltimore baseball executive launched epic twitter rant support local protesters,baltimore baseball executive launched epic twitter rant support local protesters ,baltimore baseball executive launched epic twitter rant support local protesters ,[executive]
11851,can't force kids love science little exploration nudge could need ,4.0,3030.0,757.5,can't force kids love science little exploration nudge could need,can't force kids love science little exploration nudge could need ,can't force kids love science little exploration nudge could need ,[nudge]
11852,buzz successful beehive invention might come back sting us butt ,13.0,3044.0,234.15384615384616,buzz successful beehive invention might come back sting us butt,buzz successful beehive invention might come back sting us butt ,buzz successful beehive invention might come back sting us butt ,[invention]
11853,bill nye president obama call attention importance science classroom ,8.0,3024.0,378.0,bill nye president obama call attention importance science classroom,bill nye president obama call attention importance science classroom ,bill nye president obama call attention importance science classroom ,[]
11854,ever heard 'second civil war' can't let story striking miners forgotten ,15.0,3052.0,203.46666666666667,ever heard 'second civil war' can't let story striking miners forgotten,ever heard 'second civil war' can't let story striking miners forgotten ,ever heard 'second civil war' can't let story striking miners forgotten ,"[war, miners]"
11855,ever heard 'second civil war' federal troops called striking miners ,22.0,3019.0,137.22727272727272,ever heard 'second civil war' federal troops called striking miners,ever heard 'second civil war' federal troops called striking miners ,ever heard 'second civil war' federal troops called striking miners ,[troops]
11856,ever heard battle blair mountain striking miners coal companies ,13.0,3098.0,238.30769230769232,ever heard battle blair mountain striking miners coal companies,ever heard battle blair mountain striking miners coal companies ,ever heard battle blair mountain striking miners coal companies ,[]
11857,ever heard battle blair mountain federal troops called miners yep ,23.0,3075.0,133.69565217391303,ever heard battle blair mountain federal troops called miners yep,ever heard battle blair mountain federal troops called miners yep ,ever heard battle blair mountain federal troops called miners yep ,[troops]
11858,ever heard battle blair mountain federal troops called 'actual war' wv ,31.0,3003.0,96.87096774193549,ever heard battle blair mountain federal troops called 'actual war' wv,ever heard battle blair mountain federal troops called 'actual war' wv ,ever heard battle blair mountain federal troops called 'actual war' wv ,[troops]
11859,instant fresh honey tap real bees making it flowhive fantastic flawed ,14.0,3032.0,216.57142857142858,instant fresh honey tap real bees making flowhive fantastic flawed,instant fresh honey tap real bees making it flowhive fantastic flawed ,instant fresh honey tap real bees making it flowhive fantastic flawed ,[it]
11860,called flowhive first glance seems super cool could harmful end ,14.0,3042.0,217.28571428571428,called flowhive first glance seems super cool could harmful end,called flowhive first glance seems super cool could harmful end ,called flowhive first glance seems super cool could harmful end ,[cool]
11861,two incredible inventions going change handle oil spills,8.4,3042.6,362.21428571428567,two incredible inventions going change handle oil spills,two incredible inventions going change handle oil spills ,two incredible inventions going change handle oil spills,[inventions]
11862,president obama science nerd too wants kids join fun ,4.0,3085.0,771.25,president obama science nerd wants kids join fun,president obama science nerd too wants kids join fun ,president obama science nerd too wants kids join fun ,"[nerd, kids]"
11863,could get honey almost easily tap water would help bees consumerist b s ,6.0,3117.0,519.5,could get honey almost easily tap water would help bees consumerist b,could get honey almost easily tap water would help bees consumerist b s ,could get honey almost easily tap water would help bees consumerist b s ,[water]
11864,honey tap seemed like good idea could flawed here's why ,17.0,3053.0,179.58823529411765,honey tap seemed like good idea could flawed here's,honey tap seemed like good idea could flawed here's why ,honey tap seemed like good idea could flawed here's why ,"[tap, idea]"
11865,may one backers help flowhive reach mil funding flawed ,9.0,2964.0,329.3333333333333,may one backers help flowhive reach mil funding flawed,may one backers help flowhive reach mil funding flawed ,may one backers help flowhive reach mil funding flawed ,"[backers, funding]"
11866,plastic bottle finds way home along powerful message recycle br ,5.0,2094.0,418.8,plastic bottle finds way home along powerful message recycle br,plastic bottle finds way home along powerful message recycle br ,plastic bottle finds way home along powerful message recycle br ,[bottle]
11867,plastic bottle finds way home original owner happy see it br ,14.0,2040.0,145.71428571428572,plastic bottle finds way home original owner happy see br,plastic bottle finds way home original owner happy see it br ,plastic bottle finds way home original owner happy see it br ,"[bottle, owner, it]"
11868,epic journey plastic bottle shows us world made crazy connections ,6.0,2061.0,343.5,epic journey plastic bottle shows us world made crazy connections,epic journey plastic bottle shows us world made crazy connections ,epic journey plastic bottle shows us world made crazy connections ,"[bottle, world]"
11869,word 'terrorism' comes lot nowadays actually mean comedian finds out ,2.0,2082.0,1041.0,word 'terrorism' comes lot nowadays actually mean comedian finds,word 'terrorism' comes lot nowadays actually mean comedian finds out ,word 'terrorism' comes lot nowadays actually mean comedian finds out ,"[terrorism, comedian]"
11870,canadian spy agency consider violent neo nazis terrorists maybe need dictionary ,2.0,1985.0,992.5,canadian spy agency consider violent neo nazis terrorists maybe need dictionary,canadian spy agency consider violent neo nazis terrorists maybe need dictionary ,canadian spy agency consider violent neo nazis terrorists maybe need dictionary ,"[agency, terrorists]"
11871,tells story neo nazis random man city crowd went silent ,14.0,2037.0,145.5,tells story neo nazis random man city crowd went silent,tells story neo nazis random man city crowd went silent ,tells story neo nazis random man city crowd went silent ,[crowd]
11872,comedian tells story terrorism one laugh at audience passed test ,13.0,2004.0,154.15384615384616,comedian tells story terrorism one laugh audience passed test,comedian tells story terrorism one laugh at audience passed test ,comedian tells story terrorism one laugh at audience passed test ,"[comedian, laugh]"
11873,sure government defined word 'terrorism ' looked up ,6.0,2052.0,342.0,sure government defined word 'terrorism ' looked,sure government defined word 'terrorism ' looked up ,sure government defined word 'terrorism ' looked up ,[government]
11874,folks saving lives baltimore educating people prevent overdoses ,5.0,2059.0,411.8,folks saving lives baltimore educating people prevent overdoses,folks saving lives baltimore educating people prevent overdoses ,folks saving lives baltimore educating people prevent overdoses ,[folks]
11875,people drug dependence deserve die here's folks agree statement ,9.0,2072.0,230.22222222222223,people drug dependence deserve die here's folks agree statement,people drug dependence deserve die here's folks agree statement ,people drug dependence deserve die here's folks agree statement ,"[dependence, folks]"
11876,people baltimore trying save lives drug users salute them ,2.0,2034.0,1017.0,people baltimore trying save lives drug users salute,people baltimore trying save lives drug users salute them ,people baltimore trying save lives drug users salute them ,"[people, users]"
11877,there's simple fix save life overdosed heroin user given anybody ,13.0,1962.0,150.92307692307693,there's simple fix save life overdosed heroin user given anybody,there's simple fix save life overdosed heroin user given anybody ,there's simple fix save life overdosed heroin user given anybody ,[fix]
11878,scientists tested theory human nature toddlers results delightful ,64.0,3557.0,55.578125,scientists tested theory human nature toddlers results delightful,scientists tested theory human nature toddlers results delightful ,scientists tested theory human nature toddlers results delightful ,"[scientists, toddlers]"
11879,spectacular fall rep aaron schock shocking actually is ,13.0,3559.0,273.7692307692308,spectacular fall rep aaron schock shocking actually,spectacular fall rep aaron schock shocking actually is ,spectacular fall rep aaron schock shocking actually is ,[shocking]
11880,compared wall street bonuses total earnings every minimum wage worker oh sad ,11.0,2078.0,188.9090909090909,compared wall street bonuses total earnings every minimum wage worker oh sad,compared wall street bonuses total earnings every minimum wage worker oh sad ,compared wall street bonuses total earnings every minimum wage worker oh sad ,[]
11881,music video takes cultural obsession may know much about skin whitening ,53.0,2008.0,37.886792452830186,music video takes cultural obsession may know much skin whitening,music video takes cultural obsession may know much about skin whitening ,music video takes cultural obsession may know much about skin whitening ,"[video, skin]"
11882, all men women created equal if 'equal ' mean totally not ,35.0,2587.0,73.91428571428571,men women created equal 'equal ' mean totally, all men women created equal if 'equal ' mean totally not , all men women created equal if 'equal ' mean totally not ,[women]
11883,nancy grace loses debate herself ,95.0,2424.0,25.51578947368421,nancy grace loses debate,nancy grace loses debate herself ,nancy grace loses debate herself ,[grace]
11884,things happened marathon it'd cheating real life discrimination ,63.0,4213.0,66.87301587301587,things happened marathon it'd cheating real life discrimination,things happened marathon it'd cheating real life discrimination ,things happened marathon it'd cheating real life discrimination ,"[things, it]"
11885,prison control little mind control everything ,25.0,2010.0,80.4,prison control little mind control everything,prison control little mind control everything ,prison control little mind control everything ,"[prison, control]"
11886,make oil rig cute know figured it ,15.0,2632.0,175.46666666666667,make oil rig cute know figured,make oil rig cute know figured it ,make oil rig cute know figured it ,"[cute, know]"
11887,mom wanted wear dress prom here's wanted say,101.0,2992.0,29.623762376237625,mom wanted wear dress prom here's wanted say,mom wanted wear dress prom here's wanted say ,mom wanted wear dress prom here's wanted say,[mom]
11888,goes everyone ever drove past person holding sign says 'feed me',50.0,2946.0,58.92,goes everyone ever drove past person holding sign says 'feed me',goes everyone ever drove past person holding sign says 'feed me' ,goes everyone ever drove past person holding sign says 'feed me',"[everyone, sign]"
11889,need stop trying change women's behavior save ,49.0,4036.0,82.36734693877551,need stop trying change women's behavior save,need stop trying change women's behavior save ,need stop trying change women's behavior save ,[need]
11890,animation philip seymour hoffman might give chills feels rain down ,66.0,3434.0,52.03030303030303,animation philip seymour hoffman might give chills feels rain,animation philip seymour hoffman might give chills feels rain down ,animation philip seymour hoffman might give chills feels rain down ,[hoffman]
11891,cops make stop lot things this ,59.0,3040.0,51.52542372881356,cops make stop lot things,cops make stop lot things this ,cops make stop lot things this ,[cops]
11892,dog person give seconds ad goes horrible heartwarming ,72.0,2111.0,29.319444444444443,dog person give seconds ad goes horrible heartwarming,dog person give seconds ad goes horrible heartwarming ,dog person give seconds ad goes horrible heartwarming ,"[person, ad]"
11893,one putin's homophobic spokesmen shamed 'the daily show' that's least awesome part,148.0,3083.0,20.83108108108108,one putin's homophobic spokesmen shamed 'the daily show' that's least awesome part,one putin's homophobic spokesmen shamed 'the daily show' that's least awesome part ,one putin's homophobic spokesmen shamed 'the daily show' that's least awesome part,"[spokesmen, that]"
11894,wedding photos supposed happy and oh yeah year old bride them ,98.0,2154.0,21.979591836734695,wedding photos supposed happy oh yeah year old bride,wedding photos supposed happy and oh yeah year old bride them ,wedding photos supposed happy and oh yeah year old bride them ,[photos]
11895,young woman saw huge problem community something one else knew,38.0,2059.0,54.18421052631579,young woman saw huge problem community something one else knew,young woman saw huge problem community something one else knew ,young woman saw huge problem community something one else knew,"[woman, one]"
11896,neil degrasse tyson reveals he's black whole life hilarity wisdom follow ,68.0,2661.0,39.13235294117647,neil degrasse tyson reveals he's black whole life hilarity wisdom follow,neil degrasse tyson reveals he's black whole life hilarity wisdom follow ,neil degrasse tyson reveals he's black whole life hilarity wisdom follow ,"[tyson, he]"
11897,guess almost truck drivers truck stops overnight ,97.0,5663.0,58.381443298969074,guess almost truck drivers truck stops overnight,guess almost truck drivers truck stops overnight ,guess almost truck drivers truck stops overnight ,[truck]
11898,tardigrades don t bad days sorta die trouble passes amazing ,18.0,4736.0,263.1111111111111,tardigrades bad days sorta die trouble passes amazing,tardigrades don t bad days sorta die trouble passes amazing ,tardigrades don t bad days sorta die trouble passes amazing ,"[tardigrades, sorta, trouble]"
11899,many letters have ,13.0,4469.0,343.7692307692308,many letters,many letters have ,many letters have ,[letters]
