,headline
20498,lookout jay z this guy s coming for your rhymes it s real 
20499,native american rap it s seriously good for my ears your ears and for america 
20500,been feeling irritable and exceptionally lazy acting like you re drunk here s how to fix that 
20501,a brilliant scientist created the coolest toy ever for this kid so he wouldn t feel left out 
20502,the first seconds are difficult but after that people made my day 
20503,the first seconds are difficult but after that people made my day 
20504,the science of spanking what happens to spanked kids when they grow up 
20505,the science of spanking what happens to spanked kids when they grow up 
20506,the science of spanking what happens to spanked kids when they grow up 
20507,the science of spanking what happens to spanked kids when they grow up 
20508,the science of spanking what happens to spanked kids when they grow up 
20509,a brilliant scientist created the coolest toy ever for this kid so he wouldn t feel left out 
20510,a brilliant scientist created the coolest toy ever for this kid so he wouldn t feel left out 
20511,a brilliant scientist created the coolest toy ever for this kid so he wouldn t feel left out 
20512,it s not just hunger anymore there s a bigger badder problem starting to encompass all that 
20513,it s not just hunger anymore there s a bigger badder problem starting to encompass all that 
20514,jennifer aniston has a great reply to everyone who wonders if she s ever going to have a baby 
20515,this crime was committed times but only went to trial here s what the suspects had in common 
20516,jennifer aniston has a great reply to everyone who wonders if she s ever going to have a baby 
20517,jennifer aniston has a great reply to everyone who wonders if she s ever going to have a baby 
20518,jennifer aniston has a great reply to everyone who wonders if she s ever going to have a baby 
20519, words that s all it takes to leave a club with billion people i m sure you can t guess 
20520,she s part of the which is a big problem words however may just be the answer 
20521,she s part of a club with billion other people but to get out she s going to need words 
20522,in we executed a year old boy why did it take years for us to pardon him 
20523,in we executed a year old boy why did it take years for us to pardon him 
20524,if you re or younger there s some stuff you should know about you and your awesomeness 
20525,if you re or younger and need an emotional boost check this out 
20526,if you re or under here s a video you can share about why you re the awesome generation 
20527,here s the video you can share with your parents to explain why adulthood is different for you 
20528,here s the important difference between your generation and your parents and why you re awesome 
20529, words that s all it takes to leave a club with billion people i m sure you can t guess 
20530, words that s all it takes to leave a club with billion people i m sure you can t guess 
20531, words that s all it takes to leave a club with billion people i m sure you can t guess 
20532,the secret about cash that much of the globe already knows about but no need to be jealous 
20533,further proof that being born a white man is a bit like hitting the lottery 
20534,further proof that being born a white man is a bit like hitting the lottery 
20535,what sons of anarchy and breaking bad would have been like if the stars were black men 
20536,if the main characters were black men how would your favorite tv shows be different 
20537,how your favorite tv shows would have been over just as they began if the main characters were black 
20538, jax teller from sons of anarchy is a white dude but what if he hadn t been 
20539,a tampon commercial that shows just how confusing actual tampon commercials are 
20540,a tampon commercial that shows just how confusing actual tampon commercials are 
20541,a tampon commercial that shows just how confusing actual tampon commercials are 
20542,a tampon commercial that shows just how confusing actual tampon commercials are 
20543,if she gets her way poverty stricken children will have better options than what they have now 
20544,if she gets her way poverty stricken children will have better options than what they have now 
20545,when my parents gave me the talk it didn t sound anything like this 
20546,black parents have to say something very different to their kids when it comes to the talk 
20547,these differing takes on the talk suggest we live in different americas 
20548,how to make sure you re one of the good ones 
20549,these differing takes on the talk suggest we live in different americas 
20550,if you re wondering how to talk about black people and white people here s things to keep in mind 
20551,if you re wondering how to talk about black people and white people here s things to keep in mind 
20552,a tampon commercial that shows just how confusing actual tampon commercials are 
20553,a tampon commercial that shows just how confusing actual tampon commercials are 
20554,these differing takes on the talk suggest we live in different americas 
20555, guys sang a song about being gay that you ll probably never get out of your head 
20556, guys sang a song about being gay that you ll probably never get out of your head 
20557,a tampon commercial that shows just how confusing actual tampon commercials are 
20558,a tampon commercial that shows just how confusing actual tampon commercials are 
20559,a tampon commercial that shows just how confusing actual tampon commercials are 
20560, umm why is my paycheck that much less than the guy who works right beside me in the same job 
20561,when men get paid this much more than women why aren t we in the streets 
20562,the gender pay gap that made me go what the what 
20563,a hilarious look at why those kwanzaa jokes aren t so hilarious 
20564,some lol and a whole lot of truth about all of those stupid holiday jokes 
20565,enough already with the kwanzaa jokes let jessica williams explain and make you laugh 
20566,everybody does it around the holidays here s why everyone should stop 
20567,there really is a war on this sacred holiday in america and it s time to fight back 
20568,i thought i knew about the origin of christmas until about seconds in 
20569,the pay gap graphic that shocked the heck out of me 
20570,if you re wondering how to talk about black people and white people here s things to keep in mind 
20571,if you re wondering how to talk about black people and white people here s things to keep in mind 
20572,the pay gap graphic that shocked the heck out of me 
20573,the pay gap graphic that shocked the heck out of me 
20574,i thought i knew about the origin of christmas until about seconds in 
20575,the pay gap graphic that shocked the heck out of me 
20576,there s a conversation some parents are having with their children are you 
20577,there s a conversation some parents are having with their children are you 
20578,there s a conversation some parents are having with their children are you 
20579,there s a conversation some parents are having with their children are you 
20580,i didn t realize how wrong baby it s cold outside was until i heard this version 
20581,i didn t realize how wrong baby it s cold outside was until i heard this version 
20582,i didn t realize how wrong baby it s cold outside was until i heard this version 
20583,i didn t realize how wrong baby it s cold outside was until i heard this version 
20584,i didn t realize how wrong baby it s cold outside was until i heard this version 
20585, seconds in and suddenly i m doubting everything i thought i knew about the holidays 
20586, man changes the course of boy s life and this is the perfect time of year to watch it happen 
20587,how a relationship formed years ago changed the future you never know how you ll effect someone 
20588,they were looking for a hot meal and warm place to sleep i doubt this is what they had in mind 
20589,they were looking for a hot meal and warm place to sleep i doubt this is what they had in mind 
20590,they were looking for a hot meal and warm place to sleep i doubt this is what they had in mind 
20591,they were looking for a hot meal and warm place to sleep i doubt this is what they had in mind 
20592,they were looking for a hot meal and warm place to sleep i doubt this is what they had in mind 
20593,i didn t realize how wrong baby it s cold outside was until i heard this version 
20594,i didn t realize how wrong baby it s cold outside was until i heard this version 
20595,i didn t realize how wrong baby it s cold outside was until i heard this version 
20596,what will a man do for his daughter when it s her turn to face the evils of the world 
20597,what will a man do for his daughter when it s her turn to face the evils of the world 
20598,a pop song about pap smears glitter included i m totally serious 
20599,a pop song about pap smears glitter included i m totally serious 
20600, times stephen colbert didn t just push the envelope he crushed it 
20601, times stephen colbert didn t just push the envelope he crushed it 
20602, times stephen colbert didn t just push the envelope he crushed it 
20603, times stephen colbert didn t just push the envelope he crushed it 
20604, times stephen colbert didn t just push the envelope he crushed it 
20605, times stephen colbert didn t just push the envelope he crushed it 
20606, times stephen colbert didn t just push the envelope he crushed it 
20607,everybody does it around the holidays here s why everyone should stop 
20608,everybody does it around the holidays here s why everyone should stop 
20609,everybody does it around the holidays here s why everyone should stop 
20610,everybody does it around the holidays here s why everyone should stop 
20611, women are photographed in their underwear and get real about what s real 
20612, women are photographed in their underwear and get real about what s real 
20613, women are photographed in their underwear and get real about what s real 
20614, women are photographed in their underwear and get real about what s real 
20615, women are photographed in their underwear and get real about what s real 
20616,archie bunker s brilliant summary of what equal pay would do to america 
20617,archie bunker s brilliant summary of what equal pay would do to america 
20618,archie bunker s brilliant summary of what equal pay would do to america 
20619,archie bunker s brilliant summary of what equal pay would do to america 
20620,archie bunker s brilliant summary of what equal pay would do to america 
20621,i didn t realize how wrong baby it s cold outside was until i heard this version 
20622,i didn t realize how wrong baby it s cold outside was until i heard this version 
20623,i didn t realize how wrong baby it s cold outside was until i heard this version 
20624,i didn t realize how wrong baby it s cold outside was until i heard this version 
20625,i didn t realize how wrong baby it s cold outside was until i heard this version 
20626,quite possibly the most heartwarming story to come out of all the ferguson sadness 
20627,quite possibly the most heartwarming story to come out of all the ferguson sadness 
20628,quite possibly the most heartwarming story to come out of all the ferguson sadness 
20629,watch it listen to the guys watch it again listen to the women then listen to the women again 
20630,he talks about his dog so matter of factly you almost forget how truly remarkable she is 
20631,he talks about his dog so matter of factly you almost forget how truly remarkable she is 
20632,watch it listen to the guys watch it again listen to the women then listen to the women again 
20633,watch it listen to the guys watch it again listen to the women then listen to the women again 
20634,darwin said it was the strongest instinct that humans have guess what it s not survival 
20635,he talks about his dog so matter of factly you almost forget how truly remarkable she is 
20636,he talks about his dog so matter of factly you almost forget how truly remarkable she is 
20637,watch it listen to the guys watch it again listen to the women then listen to the women again 
20638,what if i told you black slavery in america never really ended uh oh 
20639, photos that show how gender isn t the most important thing about us 
20640, photos that show how gender isn t the most important thing about us 
20641, photos that show how gender isn t the most important thing about us 
20642, photos that show how gender isn t the most important thing about us 
20643,tired of hearing about depressing climate change here s super easy way to make a big difference 
20644,congrats on the huge difference you re making when you toss your water bottle into the recycle bin 
20645,ever wonder what really happens to that water bottle after you recycle it here s the truth 
20646,a joke ad that seems so real it has people outraged at a popular clothing store 
20647,a parody ad that has people enraged at a popular clothing shop 
20648,the joke ad that shows how dumb some fashion statements are 
20649,the perfect response for kids with hard to pronounce ethnic names 
20650,people were always mispronouncing her name so her mother gave her the most epic comeback 
20651,if you ve got a hard to pronounce ethnic name you ve got to hear this mom s comeback 
20652,the next time someone complains about a hard to pronounce ethnic name hit them with this comeback 
20653,he wakes up in the same place every day it s like a nightmare but it s real 
20654,think college is expensive imagine paying for it when it s supposed to be free 
20655,these kids are irish but were told they re not irish enough 
20656,they re called the lost generation but there s one thing that can save them 
20657,an animation that explains a real frustration for some college students 
20658,the story of solar told in dollars and cents and deutschmarks 
20659,wanna see big way the world will behave differently in years look at germany now 
20660,think the world can turn solar germany s got that problem solved 
20661, super hot reason the world is watching germany 
20662,the world is watching germany and there s big bright reason why 
20663,try not to get hypnotized watching what it took to make you 
20664,if walter white had been walter black and other observations on white privilege in tv 
20665,if walter white had been walter black and other observations on white privilege in tv 
20666,it s one of the funniest skits of i was laughing and cringing the whole way through 
20667,if she gets her way poverty stricken children will have better options than what they have now 
20668,this is what you were up to when you were baking in your mama s oven 
20669,hear a riddle that no one alive today will ever know the final answer to it s still worth it to try anyway 
20670,here s a riddle that no one alive today will ever know the final answer to it s still worth it to try anyway 
20671,here s a riddle for you that i bet you can t solve on your own no one else has 
20672,you won t know the answer to this riddle but maybe someday you will 
20673,here s a riddle that might be impossible to answer but you and i should try 
20674,these random strangers might make you rethink what stuff you really want over the holidays 
20675,they asked this famous actor about the world his answers were one truth bomb after another 
20676,this is what you were up to when you were baking in your mama s oven 
20677,this is what you were up to when you were baking in your mama s oven during that month marathon 
20678,faith renewed one of those holiday street interviews that proves most humans are awesome 
20679,the best holiday wish list i ve seen from a bunch of strangers 
20680,the world is watching germany and there s big bright reason why 
20681,the world is watching germany and there s big bright reason why 
20682,the world is watching germany and there s big bright reason why 
20683,the world is watching germany and there s big bright reason why 
20684,the world is watching germany and there s big bright reason why 
20685,her colorful drawings on gender equality had me raising my hand at the end and smiling 
20686,a description of what it sounds like when a black man walks i won t look at black men the same way 
20687,a description of what it sounds like when a black man walks i won t look at black men the same way 
20688,a description of what it sounds like when a black man walks i won t look at black men the same way 
20689,a description of what it sounds like when a black man walks i won t look at black men the same way 
20690,random humans get asked what they want that money can t buy their answers are the best 
20691, hit songs with a hidden meaning that should never be played again 
20692,this song had me in tears at minutes in it s the anthem we ve needed in the midst of all this violence 
20693,i was in tears after just minutes of listening to this song 
20694,this song is the anthem we ve needed in the midst of all this police violence 
20695,after minutes i was in tears by the end of the song i was inspired 
20696,this is how not to discuss a rape case 
20697,who should you have empathy for in a rape case the answer is simple 
20698,this cartoon gives explicit instructions for how not to talk about a heavy subject 
20699,in seconds she explains how diversity leads to better problem solving 
20700,today s pep talk brought to you by an adorable fierce girl 
20701,today s pep talk brought to you by an adorable fierce girl 
20702,the tenacity with which she goes after her dreams should inspire us all to achieve ours 
20703,no one asked her what happened no one did anything for her and so he struck again 
20704,no one asked her what happened no one did anything for her and so he struck again 
20705,how diversity can help to better solve our economic problems 
20706,hear her explain to young girls why they should consider becoming economists 
20707,she speaks quietly but her message about the economy comes across loud and clear 
20708,she s talking about economists but her suggestion should be embraced by every industry 
20709,the most inspiring message about dreaming big i ve ever had shouted at me by a small child 
20710,here are the top economic charts of what do you see 
20711,today s pep talk brought to you by an adorable fierce girl 
20712,when other medicines stopped working this doctor tried prescribing something new 
20713,obama separated boy toys from girl toys he s got a wonderful way of doing it 
20714,obama separated boy toys from girl toys he s got a wonderful way of doing it 
20715,obama separated boy toys from girl toys he s got a wonderful way of doing it 
20716,a man followed a homeless person with a hidden camera to see how he spent his money 
20717,a man followed a homeless person with a hidden camera to see how he spent his money 
20718,a man followed a homeless person with a hidden camera to see how he spent his money 
20719,a man followed a homeless person with a hidden camera to see how he spent his money 
20720, facts about the economy in that you probably won t hear on the news 
20721,you won t hear it on the news so get it here the top economic charts of 
20722, reasons i m tempted to power punch my tv during economic reports 
20723,the president won t say it the news won t either but here s what s really up with the economy 
20724,how extreme was ceo pay this year plus more head shaking facts about the economy in 
20725,seeing no good treatments a doctor tried something so crazy it might just work 
20726,scrolling through these wasn t easy but it s better than being spoon fed bullsh t for another year 
20727,i haven t met the people who made this clip but it s one of my top priorities for next year 
20728,i haven t met the people who made this clip but it s one of my top priorities for next year 
20729,i haven t met the people who made this clip but it s one of my top priorities for next year 
20730,she tries playing the video game using a female avatar what happens next is way too realistic 
20731,she tries to play the game using a female avatar how real it is will make you laugh with anger 
20732,amy schumer tries playing a video game using a female avatar get ready to be smacked by reality 
20733,she tries to play a video game using a female character it s funny but not ha ha funny 
20734,amy schumer tries playing a game using a female avatar her boyfriend doesn t make it any easier 
20735,meet the doctor who started prescribing income to his patients 
20736,it s a popular word often used to insult women hear why young women are totally embracing it 
20737,it s a popular word often used to insult women hear why young women are totally embracing it 
20738,there s thousands of unreported lynchings in classrooms each year victims are as young as 
20739,there s thousands of unreported lynchings in classrooms each year victims are as young as 
20740,there s thousands of unreported lynchings in classrooms each year victims are as young as 
20741,there s thousands of unreported lynchings in classrooms each year victims are as young as 
20742,here s what the economy looked like then and now by chart i was pulling my out my hair 
20743,here s what the economy looked like then and now by chart i was pulling my out my hair 
20744,here s what the economy looked like then and now by chart i was pulling my out my hair 
20745,a major american theater just cast a black woman as hamlet 
20746,seeing no good treatments a doctor tried something so crazy it might just work 
20747,seeing no good treatments a doctor tried something so crazy it might just work 
20748,a guy easily explains what other guys can do to help prevent rape 
20749,kids these days are used to hearing a school announcement you d find alarming 
20750,kids these days are used to hearing a school announcement you d find alarming 
20751,kids these days are used to hearing a school announcement you d find alarming 
20752,if you re wondering how to talk about black people and white people here s things to keep in mind 
20753,a teacher tells a story about a boy in her class it desperately needs a happy ending 
20754,she was keeping a big secret from her brother after her father died she finally had to tell him 
20755,lots of people avoid returning to their hometown she had a bigger reason than most 
20756,after spending time in space this is how he feels about our chances down here 
20757,after spending time in space this is how he feels about our chances down here 
20758,after spending time in space this is how he feels about our chances down here 
20759,after spending time in space this is how he feels about our chances down here 
20760,after spending time in space this is how he feels about our chances down here 
20761,after spending time in space this is how he feels about our chances down here 
20762,patrick s deafness used to isolate him now it s his connection to the world 
20763,an interviewer doesn t know how to handle his guest because he got something quite unexpected 
20764,an interviewer doesn t know how to handle his guest because he got something quite unexpected 
20765,an interviewer doesn t know how to handle his guest because he got something quite unexpected 
20766,an interviewer doesn t know how to handle his guest because he got something quite unexpected 
20767,an interviewer doesn t know how to handle his guest because he got something quite unexpected 
20768,what happens when a non dog person meets a pitbull for the st time hint it s not violent 
20769,this dudebro has an interesting perspective on life that you should hear 
20770,it s clear from the beginning this isn t a cliche inspirational story about a guy in a wheelchair 
20771,what he s been doing is kind of amazing but i love that he acts like it s no big deal 
20772,if you think what he does with a car is cool just wait til you see what he does with a basketball 
20773,if this video existed when i was a kid i might be working for nasa instead of upworthy right now 
20774,if this video existed when i was a kid i might be working for nasa instead of upworthy right now 
20775,if this video existed when i was a kid i might be working for nasa instead of upworthy right now 
20776,if this video existed when i was a kid i might be working for nasa instead of upworthy right now 
20777,if this video existed when i was a kid i might be working for nasa instead of upworthy right now 
20778,i ve only come across a handful of people in my life that i was totally floored by here s a few 
20779,take villages in the rainforest add help from some really cool people and remove big oil stir 
20780,there s one place you should absolutely never send a drug addict 
20781,a teacher tells a story about her students it desperately needs a happy ending 
20782,a teacher tells a story about a boy in her class it has a beginning a middle and no end 
20783,i ve tried and tried to explain what these folks do in just a few words not possible 
20784,any time we stop mobil exxon and shell from buying up rainforests to destroy them is a win right 
20785,some folks call native americans indians i believe i ll call these guys straight up heroes 
20786,the top five countries for gender equality in are all in one place i want to go to there 
20787,there s no way i m ever shopping at walmart again unless this gets fixed now right now 
20788,there s no way i m ever shopping at walmart again unless this gets fixed now right now 
20789,she was days old when a nurse gave her permanent brain injuries now her dad s built her a school 
20790,there s no way i m ever shopping at walmart again unless this gets fixed now right now 
20791,there s no way i m ever shopping at walmart again unless this gets fixed now right now 
20792,there s no way i m ever shopping at walmart again unless this gets fixed now right now 
20793,she was days old when a nurse gave her permanent brain injuries now her dad s built her a school 
20794,the top five countries for gender equality in are all in one place i want to go to there 
20795,the top five countries for gender equality in are all in one place i want to go to there 
20796,the top five countries for gender equality in are all in one place i want to go to there 
20797,the top five countries for gender equality in are all in one place i want to go to there 
20798,the top five countries for gender equality in are all in one place i want to go to there 
20799,the top five countries for gender equality in are all in one place i want to go to there 
20800,christopher columbus called native people indians i believe i ll call these guys heroes 
20801,some people call native americans indians i believe i ll call these guys heroes 
20802,some call native americans indians i believe i ll call these guys simply heroes 
20803,she was days old when a nurse gave her permanent brain injuries now her dad s built her a school 
20804,a smart dude takes on racism with facts not wild accusations facts 
20805,my friends know i m against the death penalty but after seeing this i m appalled 
20806,for over years the u s has been executing people they did the math and it s sickening 
20807,people are shocked this pretty girl is deaf but the face she makes in response flawless 
20808, guys were challenged to come up with the gayest song ever here s the result 
20809,she tried riding the subway like a dude she couldn t believe when people took pictures 
20810,she tried riding the subway like a dude she couldn t believe when people took pictures 
20811,she tried riding the subway like a dude she couldn t believe when people took pictures 
20812,she tried riding the subway like a dude she couldn t believe when people took pictures 
20813,she tried riding the subway like a dude she couldn t believe when people took pictures 
20814,an actress reveals why it s hard to make films about women who aren t obsessed with men 
20815,a game of thrones star opens up about what she goes through online and my heart hurts 
20816,parents let their kids know about how vaginas and penises work 
20817,family shares embarrassing perm photos to help autistic son 
20818,she tried riding the subway like a dude she couldn t believe when people took pictures 
20819,she tried riding the subway like a dude she couldn t believe when people took pictures 
20820,she tried riding the subway like a dude she couldn t believe when people took pictures 
20821,she tried riding the subway like a dude she couldn t believe when people took pictures 
20822,he s into both dudes and chicks so when he said he d answer their questions he got a ton of them 
20823,he s into both dudes and chicks so when he said he d answer their questions he got a ton of them 
20824,he s into both dudes and chicks so when he said he d answer their questions he got a ton of them 
20825,he s into both dudes and chicks so when he said he d answer their questions he got a ton of them 
20826,what happens if you try to kill yourself and survive 
20827,what happens if you try to kill yourself and survive 
20828,what happens if you try to kill yourself and survive 
20829,she was days old when a nurse gave her permanent brain injuries now her dad s built her a school 
20830,what happens if you try to kill yourself and survive 
20831,what happens if you try to kill yourself and survive 
20832,what happens if you try to kill yourself and survive 
20833,what happens when a non dog person meets a pit bull for the first time hint it s not violent 
20834,what happens when a non dog person meets a pit bull for the first time hint it s not violent 
20835,what happens when a non dog person meets a pit bull for the first time hint it s not violent 
20836,what happens when a non dog person meets a pit bull for the first time hint it s not violent 
20837,banned from the front row at oprah because they had the wrong eye color really 
20838,banned from the front row at oprah because they had the wrong eye color really 
20839,banned from the front row at oprah because they had the wrong eye color really 
20840,banned from the front row at oprah because they had the wrong eye color really 
20841,what happens if you try to kill yourself and survive 
20842,what happens if you try to kill yourself and survive 
20843,what happens if you try to kill yourself and survive 
20844,what happens if you try to kill yourself and survive 
20845,what happens if you try to kill yourself and survive 
20846,what happens if you try to kill yourself and survive 
20847,what happens if you try to kill yourself and survive 
20848,what happens if you try to kill yourself and survive 
20849,at he goes to school gets picked up by his mom oh and saves lives maybe even yours 
20850,at he goes to school gets picked up by his mom oh and saves lives maybe even yours 
20851,at he goes to school gets picked up by his mom oh and saves lives maybe even yours 
20852,a guy who gets stood up by his date leaves us with a quick lesson about the health effects of wine 
20853,a guy who gets stood up by his date leaves us with a quick lesson about the health effects of wine 
20854,a guy who gets stood up by his date leaves us with a quick lesson about the health effects of wine 
20855,a guy who gets stood up by his date leaves us with a quick lesson about the health effects of wine 
20856,a guy who gets stood up by his date leaves us with a quick lesson about the health effects of wine 
20857,a guy who gets stood up by his date leaves us with a quick lesson about the health effects of wine 
20858, kids found themselves in an impossible situation and nobody s doing anything to help 
20859,i d love for politicians to stop bickering and actually find a solution for these kids 
20860,these kids have had horrible experiences that break my heart and now they re in trouble 
20861,she won a golden globe and dedicated it to a teen she never met here s why it s a big deal 
20862,one of my favorite golden globes moment was this sweet speech including a tribute to leelah alcorn 
20863,i was prepared for the same old boring acceptance speech but then she went there 
20864,she won a golden globe and dedicated it to a teen she never met here s why it s a big deal 
20865,having white privilege doesn t mean you are a racist she makes such great points 
20866,a year old asks neil degrasse tyson an adorable question he gives her an awesome answer 
20867,a year old asks neil degrasse tyson an adorable question he gives her an awesome answer 
20868,a year old asks neil degrasse tyson an adorable question he gives her an awesome answer 
20869,brilliant psa has me laughing and scratching my head is it really that hard to talk to someone 
20870,try not to cringe thinking about times you may have done this to people 
20871,she proves that being a sexy swaggery woman has nothing to do with having breasts or being under 
20872,know when you re so embarrassed for someone you cringe times that by 
20873,he asks the question times because he just can t believe how this city solved homelessness 
20874,he asks the question times because he just can t believe how this city solved homelessness 
20875,i know this sounds crazy but what if we got rid of immigration laws 
20876,i know this sounds crazy but what if we got rid of immigration laws 
20877,i know this sounds crazy but what if we got rid of immigration laws 
20878,google just came up with a plan that is going to change the lives of billion people 
20879,what do balloons and computers have to do with each other the answer is pretty amazing 
20880,here s how to change the world one balloon at a time no joke 
20881,an idea for providing internet so brilliant i almost didn t believe it 
20882,siblings stuck in the foster care system find beautiful ways to get back together 
20883,siblings pulled apart by fate have found a beautiful way to get back together 
20884,a brother and sister have to live apart they used to only have each other but now 
20885,they re separated by a system they didn t choose but these siblings have a way to get back together 
20886,watch siblings separated by foster care happily reunite 
20887,these people handle the grown up stuff so kids can still be kids 
20888,siblings stuck in the foster care system find beautiful ways to get back together 
20889,siblings stuck in the foster care system find beautiful ways to get back together 
20890,siblings stuck in the foster care system find beautiful ways to get back together 
20891,siblings stuck in the foster care system find beautiful ways to get back together 
20892,yeah it s fake really really fake but it s so important 
20893,watch the nd guy in the first seconds now don t be anything like him 
20894,pretty much a no brainer so why do so many people with brains forget to add this to their videos 
20895,pretty much a no brainer so why do so many people with brains forget to add this to their videos 
20896,his son was only years old when his dad started to feel ashamed upset and cheated 
20897,watch the nd guy in the first seconds now don t be anything like him 
20898,watch the nd guy in the first seconds now don t be anything like him 
20899,why s this guy struggling to get a date the reason is beyond gross 
20900,a hilariously jumbled attempt of a kinda drunk dude retelling a piece of american history 
20901,a hilariously jumbled attempt of a kinda drunk dude retelling a piece of american history 
20902,watch a supercut showing why red carpet coverage should be ashamed of itself 
20903,why everyone s talking about the oscar nominated song that s taking a stand 
20904,why everyone s talking about the oscar nominated song that s taking a stand 
20905,he shows side by side photos to jon stewart and asks him to guess the country mind blowing yes 
20906,he shows side by side photos to jon stewart and asks him to guess the country mind blowing yes 
20907,he didn t even get a minute in before i started clutching my chest so many people need what he has 
20908,he asks if we still think he s cool after revealing his secret i think he s more amazing than ever 
20909,it s easy to suffer in silence but it takes guts to make a video like this one 
20910,he shows side by side photos to jon stewart and asks him to guess the country mind blowing yes 
20911,he shows side by side photos to jon stewart and asks him to guess the country mind blowing yes 
20912,he shows side by side photos to jon stewart and asks him to guess the country mind blowing yes 
20913,some might see these ladies as novelties but they re as real as it gets just ask em 
20914,it ain t disneyland but these women want you to know they re as real as it gets 
20915,some might see these ladies as novelties but they re as real as it gets just ask em 
20916,some people might judge them but these women are as real as it gets 
20917,some might see these ladies as novelties but they re as real as it gets just ask em 
20918,i thought i had seen it all until alabama started taking pregnant teens to court 
20919,when she performed this live almost everybody in the restaurant stopped what they were doing 
20920,when billie holiday performed this song live she refused to come back for an encore 
20921,some of them were scared of it some of them were nervous to do it in public now they re big fans 
20922,they come up with more words for breasts in the first seconds than i knew existed whoa 
20923,i know you ve heard this song but have you ever really tried to imagine it 
20924,a dangerous form of therapy that believe it or not is legal in states 
20925,a dangerous form of therapy that believe it or not is legal in states 
20926,a dangerous form of therapy that believe it or not is legal in states 
20927,this scares the hell out of me world leaders are about to give away the keys to the internet 
20928,i know you ve heard this song but have you ever really tried to imagine it 
20929,i know you ve heard this song but have you ever really tried to imagine it 
20930,i know you ve heard this song but have you ever really tried to imagine it 
20931,one of the biggest enemies to feminism is not a person it s printed on cheap paper 
20932,bieber s junk was splashed over the net here s why his junk was the least offensive part 
20933,bieber s junk was splashed over the net here s why his junk was the least offensive part 
20934,bieber s junk was splashed over the net here s why his junk was the least offensive part 
20935,bieber s junk was splashed over the net here s why his junk was the least offensive part 
20936,bieber s junk was splashed over the net here s why his junk was the least offensive part 
20937,she watches as they turn it on for the first time and they feel like they re seeing a miracle 
20938,when they turn it on for the first time it s like getting a gift from the creator 
20939,to us it seems like technology but it springs from a place deep in a navajo s heart 
20940,it starts with a conversation about their sun god and ends with what feels like a miracle 
20941,it s just free solar panels but it feels like a miracle to these navajo elders 
20942,what happens when you mess with people s beverage options 
20943, million changes we could make to our morning coffee routine 
20944,when a coffee shop switches up its cups will people flip their lids 
20945,why coffee shop tried making it harder for people to get coffee 
20946,the next time they re picking an official disney princess they will not consult this list sigh 
20947,think frozen was a good move toward strong female characters you should meet these princesses 
20948,white guy checks privilege by turning the spotlight on badass mostly not white princesses 
20949,they look like cartoons but they are non fiction awesome princesses who are real and incredible 
20950,tired of knights in shining armor so were they 
20951,wrestle the princess to marry her lose pay horses she died with horses and husbands 
20952,a doctor s advice for inner happiness is so easy i wasn t a believer until i tried it 
20953,navajo elders living without power can barely believe where she s getting hers 
20954,navajo elders living without power can barely believe where she s getting hers 
20955,a doctor s advice for inner happiness is so easy i wasn t a believer until i tried it 
20956,navajo elders living without power can barely believe where she s getting hers 
20957,navajo elders living without power can barely believe where she s getting hers 
20958,navajo elders living without power can barely believe where she s getting hers 
20959, women who apparently forgot to get permission to be awesome 
20960,if anyone had a problem with these women here s what it was their own problem 
20961,add these amazing women from history to the i could care less what people think list 
20962, great women who could not be bothered to wait for history to catch up 
20963,history books may not yet talk about these women but they should and they will 
20964,while the rest of the world fussed about their roles these women were too busy to care 
20965,when history books finally get men and women right these will be in there 
20966,when you re busy pushing the envelope you may not notice when the world says you can t 
20967,in of the most amazing women from history you ve never heard of 
20968,a minute crash course in kickass women nobody knows about 
20969,everyone needs to know about these women starting right now 
20970, minutes for women from history amazingness 
20971,nasa has released the most mind blowing picture of space seriously holy cow 
20972,nasa has released the most mind blowing picture of space seriously holy cow 
20973,nasa has released the most mind blowing picture of space seriously holy cow 
20974,nasa has released the most mind blowing picture of space seriously holy cow 
20975,nasa has released the most mind blowing picture of space seriously holy cow 
20976,exactly thing affects your happiness more than anything else no matter who you are 
20977,exactly thing affects your happiness more than anything else no matter who you are 
20978,exactly thing affects your happiness more than anything else no matter who you are 
20979,exactly thing affects your happiness more than anything else no matter who you are 
20980,exactly thing affects your happiness more than anything else no matter who you are 
20981,a dangerous form of therapy that believe it or not is legal in states 
20982,a dangerous form of therapy that believe it or not is legal in states 
20983, seconds of wiggling jiggling sweating and shaking is all it took to get me off the couch 
20984, seconds of wiggling jiggling sweating and shaking is all it took to get me off the couch 
20985,a doctor s advice for inner happiness is so easy i wasn t a believer until i tried it 
20986, seconds of wiggling jiggling sweating and shaking is all it took to get me off the couch 
20987, seconds of wiggling jiggling sweating and shaking is all it took to get me off the couch 
20988,a dangerous form of therapy that believe it or not is legal in states 
20989,watch these guys unknowingly cat call their moms and get an embarrassing lesson on harassment 
20990,watch these guys unknowingly cat call their moms and get an embarrassing lesson on harassment 
20991,watch these guys unknowingly cat call their moms and get an embarrassing lesson on harassment 
20992,a dangerous form of therapy that believe it or not is legal in states 
20993,watch these guys unknowingly cat call their moms and get an embarrassing lesson on harassment 
20994,a dangerous form of therapy that believe it or not is legal in states 
20995,watch these guys unknowingly cat call their moms and get an embarrassing lesson on harassment 
